"","A","Alpha","Beta","MSE","direction"
"1",1.18867513459481,0.621675134594813,0.0443248654051871,0.453141633137367,22
"2",0.835208364582235,0.597933297737204,0.382237704765313,0.290895392407402,12
"3",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,24
"4",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"5",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"6",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"7",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"8",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"9",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"10",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"11",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"12",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"13",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"14",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"15",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"16",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"17",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"18",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"19",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"20",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"21",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"22",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"23",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"24",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"25",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"26",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"27",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"28",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"29",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"30",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"31",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"32",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"33",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"34",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"35",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"36",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"37",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"38",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"39",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"40",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
"41",0.546674680803373,0.886466981516066,0.0937040209864516,0.0535474033916242,27
